MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
RAJA|M|Raymond James & Associates, Inc.|CLEVELAND, OH|216-241-0986|Y|Y|N|N
RAJA|M|Raymond James & Associates, Inc.|CLEVELAND, OH|800-321-2038|Y|Y|N|N
RAJA|M|Raymond James & Associates, Inc.|LISTED|727-573-8751|Y|Y|N|N
RAJA|M|Raymond James & Associates, Inc.|LISTED|800-248-8863 EXT 75576|Y|Y|N|N
RAJC|P|RAYMOND JAMES (USA) LTD.|||N|Y|N|N
RANS|N|Ruan Securities Corporation|DELRAY BEACH   FL|407-274-9006|N|N|N|N
RANS|N|Ruan Securities Corporation|NASDAQ TRADING|800-487-7160|N|N|N|N
RAVE|P|RAVEN SECURITIES CORP.|||N|N|N|N
RAYF|P|RAYMOND C. FORBES & CO., INC.|Trading Desk|212-742-8140|N|N|N|N
RAYG|P|Delta Equity Services Corporation|||N|Y|N|N
RBAC|P|Robert B. Ausdal & Co. Inc.|||N|Y|N|N
RBCD|M|RBC Capital Markets Corporation|TRADING D/R SITE|718-391-7286|Y|Y|Y|Y
RBCD|M|RBC Capital Markets Corporation|TRADING D/R SITE|718-391-7819|Y|Y|Y|Y
RBCD|M|RBC Capital Markets Corporation|NEW YORK, NY|212-858-7379|Y|Y|Y|Y
RBCD|M|RBC Capital Markets Corporation||800-421-0232|Y|Y|Y|Y
RBCD|M|RBC Capital Markets Corporation||212-858-7329|Y|Y|Y|Y
RBCD|M|RBC Capital Markets Corporation||212-858-7383|Y|Y|Y|Y
RBCF|N|Rbc Dominion Securities, Inc.|||N|N|N|N
RBCM|M|RBC CAPITAL MARKETS, LLC|MINNEAPOLIS, MN|800-285-4964|Y|Y|Y|Y
RBCM|M|RBC CAPITAL MARKETS, LLC|MINNEAPOLIS, MN|800-959-5951|Y|Y|Y|Y
RBCM|M|RBC CAPITAL MARKETS, LLC|MINNEAPOLIS, MN|612-371-2900|Y|Y|Y|Y
RBCM|M|RBC CAPITAL MARKETS, LLC|NEW YORK, NY|212-428-6337|Y|Y|Y|Y
RBCM|M|RBC CAPITAL MARKETS, LLC|CHICAGO, IL|800-862-8029|Y|Y|Y|Y
RBCM|M|RBC CAPITAL MARKETS, LLC|PREFERRED|612-371-7828|Y|Y|Y|Y
RBCM|M|RBC CAPITAL MARKETS, LLC|CONVERTIBLES|612-373-1775|Y|Y|Y|Y
RBCW|N|Rutherford, Brown & Catherwood, LLC|PHILADELPHIA, PA|215-981-0882|N|N|N|N
RBCX|P|RBC CAPITAL MARKETS, LLC|||Y|Y|Y|Y
RBSG|P|RBS Securities Inc.|||N|Y|N|N
RCGI|P|REGENT CAPITAL GROUP, INC.|||N|N|N|N
RCKF|P|ROCKFLEET FINANCIAL SERVICES, INC|||N|Y|N|N
RCKW|P|ROCKWELL SECURITIES LLC|||N|N|N|N
RCMA|P|RBC CAPITAL MARKETS ARBITRAGE, S.A.|||Y|Y|N|N
RCRS|N|ROOSEVELT & CROSS, INCORPORATED|NEW YORK  NY|212-514-8591|N|Y|N|N
RCRS|N|ROOSEVELT & CROSS, INCORPORATED|NEW YORK  NY|800-344-3302|N|Y|N|N
RCUS|P|RELIGARE CAPITAL MARKETS INC.|||N|N|N|N
RDBN|P|REDBURN ATLANTIC|||N|Y|N|N
RDCG|N|RD Capital Group, Inc.|HOTO REY, PR|787-282-0303|N|Y|N|N
RDNK|M|Woodstock Financial Group, Inc.|ATLANTA, GA|770-516-6512|N|Y|N|N
RDRN|M|Rodman & Renshaw, LLC|||N|N|N|N
RDSS|N|RDSC, LLC|||N|N|N|N
RDST|P|REDSTONE CONSULTING, LLC|||N|Y|N|N
RDWD|N|Redwood Securities Group, Inc.|SAN FRANCISCO, CA|415-954-8390|N|N|N|N
RECA|M|Research Capital USA Inc.|TORONTO, CANADA|416-860-7600|N|Y|N|N
RECO|M|Recom Securities, Inc.|MINNEAPOLIS  MN|612-339-5566|N|N|N|N
REDG|P|MATRIX EXECUTIONS, LLC|||Y|Y|Y|N
REGL|P|REGULUS FINANCIAL GROUP, LLC|||N|Y|N|N
REGR|N|REGISTER FINANCIAL ASSOCIATES, INC.|ATLANTA, GA|404-364-2180|N|Y|N|N
RELI|P|FIRST LEGACY SECURITIES, LLC|||N|N|N|N
RENC|O|Rencap Securities, Inc.|||N|Y|N|N
REPG|N|First Republic Group, LLC|NEW YORK, NY|212-681-4100|N|N|N|N
REUV|P|REUVEN ENTERPRISES SECURITIES DIVISION, LLC|||N|N|N|N
REVE|P|REVERE SECURITIES CORP.|||N|Y|N|N
REVO|P|REVOLUT SECURITIES INC.|||N|Y|N|N
REVR|P|REVERE SECURITIES CORP.|||N|Y|N|N
RFGI|O|RUSHMORE SECURITIES CORPORATION||972-392-9297|N|N|N|N
RFLL|N|Castlewood Securities, L.L.C.|||N|N|N|N
RGLD|P|Regal Securities, Inc|||Y|Y|N|N
RGLS|P|REGAL SECURITIES, INC.|||Y|Y|N|N
RGRC|N|RGR Financial Corp.|||N|N|N|N
RGWD|N|Ridgewood Associates Inc. NJ|||N|N|N|N
RHCI|P|Morgan Peabody, Inc.|||N|N|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|ATLANTA, GA|404-266-6271|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|ATLANTA, GA|800-241-0445|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|CONVERTIBLE BONDS|800-282-2668|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|CONVERTIBLE BONDS|404-926-5274|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|NEW YORK NY|212-291-3555|Y|Y|N|N
RHCO|M|Suntrust Robinson Humphrey, Inc.|NEW YORK NY|800-221-3478|Y|Y|N|N
RHDS|N|RHODES SECURITIES, INC.|||N|Y|N|N
RHOX|P|XR Securities LLC|||Y|N|N|Y
RICD|P|RICE SECURITIES, LLC|||Y|Y|N|N
RICE|P|RICE SECURITIES, LLC|||Y|Y|N|N
RICF|P|RICE SECURITIES, LLC|||Y|Y|N|N
RICJ|P|RICE SECURITIES, LLC|||Y|Y|N|N
RICM|P|RICE SECURITIES, LLC|||Y|Y|N|N
RICN|P|RICE FINANCIAL PRODUCTS COMPANY|||Y|Y|N|N
RIED|N|Riedl First Securities Company of Kansas|||N|Y|N|N
RILY|M|B. RILEY SECURITIES, INC.|LOS ANGELES, CA|310-966-1440|Y|Y|N|N
RILY|M|B. RILEY SECURITIES, INC.|TRADING|888-295-0155|Y|Y|N|N
RITT|P|Haverford Trust Securities, Inc.|RADNOR, PA|610-971-9300|N|Y|N|N
RJLC|P|RJL CAPITAL GROUP, LLC|Main Line|718-303-6000|N|Y|N|N
RJLU|M|Raymond James LTD (USA), Inc|VANCOUVER, CANADA|604-654-1151|N|Y|N|N
RJOS|P|R.J. O'BRIEN SECURITIES, LLC|||N|Y|N|N
RJTS|O|TD Ameritrade, Inc.|TRADING DEPT.|402-951-2619|N|Y|N|N
RLCC|P|FLEXINVEST SECURITIES, INC.|||N|Y|N|N
RLIN|P|Wells Fargo Prime Services, LLC|||N|Y|N|N
RLRC|P|R. L. RENCK & CO., INC|||N|N|N|N
RLUK|N|Robinson & Lukens, Inc.|NASDAQ TRADING|703-848-9898|N|N|N|N
RMAC|P|RENAISSANCE MACRO SECURITIES, LLC|||Y|Y|N|N
RMCI|O|Rushmore Capital Inc.|MONTVALE  NJ|201-476-0900|N|N|N|N
RMIN|P|RMIN Securities, Inc.|||N|N|N|N
RMKR|P|Rainmaker Securities, LLC|||N|Y|N|N
RMPI|N|Richards, Merrill & Peterson, Inc.|NASDAQ TRADING|509-624-1345|N|Y|N|N
RMST|N|R.M. STARK & CO., INC.|DEL RAY BEACH, FL|561-243-3815|N|Y|N|N
RNAC|P|RNA CAPITAL, INC.|||N|N|N|N
RNET|P|RAPTORNET, LLC|||N|N|N|N
RNSI|P|RIVERNORTH SECURITIES, LLC|||N|N|N|N
RNTT|N|Renaissance Trading Technologies, LLC|||N|N|N|N
ROAR|P|DINOSAUR FINANCIAL GROUP, L.L.C|||Y|Y|N|N
ROBH|P|Robbins & Henderson, LLC|||N|N|N|N
ROBO|N|Rodgers Brothers, Inc.|PITTSBURGH  PA|412-281-1940|N|Y|N|N
ROBT|M|Robotti & Company, LLC|NEW YORK, NY|212-986-0800|Y|Y|N|N
ROCM|O|CNR SECURITIES, LLC|NEW YORK, NY|212-588-3400|N|Y|N|N
RODM|M|Rodman & Renshaw, LLC|NEW YORK, NY|212-356-0512|N|N|N|N
RODM|M|Rodman & Renshaw, LLC||866-763-6266|N|N|N|N
ROIB|P|RICHFIELD ORION INTERNATIONAL, INC.|||N|N|N|N
ROMO|N|Romano Brothers and Company|NASDAQ TRADING|847-866-7700|N|Y|N|N
RONI|P|RONIN CAPITAL, LLC|||N|N|N|N
ROSE|N|Walker Rose, Inc.|||N|N|N|N
ROSN|P|Rosenblatt Securities Inc.|Trading Desk|212-607-3150|Y|Y|N|N
ROSS|O|Franklin Ross, Inc.|||N|N|N|N
ROTB|P|ROTH CAPITAL PARTNERS, LLC|||Y|Y|N|N
ROTH|M|Roth Capital Partners, LLC|NEWPORT, CA|800-200-2788|Y|Y|N|N
ROTH|M|Roth Capital Partners, LLC|NASDAQ TRADING|800-200-2788|Y|Y|N|N
ROYL|P|OSAIC WEALTH, INC.|NEW YORK  NY|212-551-5225|N|Y|N|N
RPEX|P|Repex & Co., Inc.|||N|N|N|N
RPTR|P|DINOSAUR FINANCIAL GROUP, L.L.C|||Y|Y|N|N
RQDC|P|RQD* CLEARING, LLC|||Y|Y|Y|N
RRCM|P|RCM SECURITIES|||N|Y|N|N
RREZ|P|SAMUEL A. RAMIREZ & COMPANY, INC.|||N|Y|N|N
RRIC|N|Retirement Resources Investment Corporation|||N|N|N|N
RRII|P|ROBERTS & RYAN INVESTMENTS INC.|Trading Desk|646-542-0017|N|Y|N|N
RRUD|P|REID & RUDIGER LLC|||N|Y|N|N
RSCM|P|ROBERTSON STEPHENS CAPITAL MARKETS, LLC|||N|Y|N|N
RSCO|P|Ramius Securities, L.L.C.|MARKET MAKING|212-845-7925/7926|N|N|N|N
RSCO|P|Ramius Securities, L.L.C.|EMERGENCY SITE TRDNG|732-748-0289|N|N|N|N
RSCO|P|Ramius Securities, L.L.C.|EMERGENCY COMPLIANCE|516-255-2058|N|N|N|N
RSKY|P|MATRIX EXECUTIONS, LLC|||Y|Y|Y|N
RSSE|P|RUSSELL INVESTMENTS IMPLEMENTATION SERVICES, LLC|||N|Y|N|N
RTAL|P|DE ROUTE|||N|N|N|N
RTCP|P|RAIT Securities, LLC|||N|N|N|N
RTHS|N|Rothschild Investment Corporation|NASDAQ TRADING|312-781-1820|Y|Y|N|N
RTJC|N|R.T. Jones Capital Equities, Inc.|||N|N|N|N
RTRS|N|Reliant Trading|NASDAQ TRADING|414-241-1810|N|N|N|N
RUBI|P|Rubicon Global Investments, LLC|||N|N|N|N
RVSS|P|Robert Van Securities, Inc.|||N|N|N|N
RWPS|P|R.W. Pressprich & Co., Inc.|||N|Y|N|N
RYAL|P|ROYAL SECURITIES COMPANY|||N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|FLORHAM PARK, NJ|800-325-7926|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|NASDAQ TRADING|973-549-4200|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|NASDAQ AGENCY|973-549-4214|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|RYANP|800-374-7926|N|N|N|N
RYAN|M|Ryan, Beck & Co., LLC|RYANP|973-549-4323|N|N|N|N
RYCO|N|Ryan & Company, LP|||N|N|N|N
RYDE|P|RYDEX DISTRIBUTORS, INC.|||N|N|N|N
RYDS|M|RBC Dominion Securities Corporation|TRADING DESK|800-421-0232|Y|Y|Y|Y
RYDS|M|RBC Dominion Securities Corporation||212-858-7070|Y|Y|Y|Y
SAGE|N|SAGE, RUTTY & CO., INC.|ROCHESTER NY|585-232-7423|N|Y|N|N
SAGE|N|SAGE, RUTTY & CO., INC.|ROCHESTER NY|585-232-3760|N|Y|N|N
SAGL|P|SAGETRADER, LLC|||Y|Y|Y|Y
SAGT|P|SAGETRADER, LLC|||Y|Y|Y|Y
SAGW|P|SAGETRADER, LLC|||Y|Y|Y|Y
SAIN|O|SECURITIES AMERICA, INC.|OMAHA, NE|402-399-9111|N|Y|N|N
SALI|M|StoneX Financial Inc.|||Y|Y|N|N
SALL|P|SUPREME ALLIANCE LLC|||N|Y|N|N
SALT|P|Watkins Financial Services, Inc.|||N|Y|N|N
SALW|P|SW FINANCIAL|||N|N|N|N
SAMI|N|Spectrum Asset Management, Inc.|NASDAQ TRADING|203-322-0189|N|Y|N|N
SANA|P|Finbar Securities Corp.|||N|N|N|N
SAND|P|SANDLAPPER SECURITIES, LLC|||N|N|N|N
SANJ|O|San Jacinto Securities, Inc.|DALLAS TX|214-750-7693|N|N|N|N
SANJ|O|San Jacinto Securities, Inc.||800-750-7693|N|N|N|N
SANT|M|Santander Investment Securities Inc.|NEW YORK  NY|212-350-3659|N|Y|N|N
SANT|M|Santander Investment Securities Inc.|NASDAQ TRADING|212-756-9160|N|Y|N|N
SASC|P|SANCTUARY SECURITIES, LLC|||N|N|N|N
SASI|M|The Seidler Companies Incorporated|IRVINE,CA|800-260-4724|N|N|N|N
SASI|M|The Seidler Companies Incorporated|NASDAQ/OTCBB TRADING|800-421-0164|N|N|N|N
SASW|P|SA STONE WEALTH MANAGEMENT INC.|||N|Y|N|N
SATI|M|SERVICE ASSET MANAGEMENT COMPANY|NY, NY TRADING|646-366-7900|N|N|N|N
SAVY|N|SAVOY CAPITAL MANAGEMENT, INC.|||N|N|N|N
SAXO|P|Saxony Securities, Inc.|||N|Y|N|N
SBER|P|Sanford C. Bernstein & Co., LLC|NEW YORK, NY|212-350-8400|Y|Y|Y|Y
SBGS|P|SIG Brokerage, LP|||N|Y|N|N
SBGX|P|SIG Brokerage, LP|||N|Y|N|N
SBKB|P|SBK-Brooks Investment Corp.|CLEVELAND, OH|216-861-6950|N|N|N|N
SBLP|P|SIG BROKERAGE, LP|||N|Y|N|N
SBLS|P|San Blas Securities LLC|||Y|Y|N|N
SBLT|O|SUNBELT SECURITIES, INC.|HOUSTON, TX|713-965-9510|N|Y|N|N
SBOH|P|MURIEL SIEBERT & CO., INC.|||Y|Y|N|N
SBRA|P|SBERBANK CIB USA, INC.|||N|N|N|N
SBRL|N|John A. Siberell & Co.|SOUTHBEND, IN|219-232-4855|N|N|N|N
SBRO|P|Stern Brothers & Co.|||N|Y|N|N
SBRT|O|Muriel Siebert & Co., Inc.|TRADING|212-644-2405|Y|Y|N|N
SBRT|O|Muriel Siebert & Co., Inc.|NEW YORK  NY|212-644-2400|Y|Y|N|N
SBRX|P|MURIEL SIEBERT & CO INC|||Y|Y|N|N
SBSC|P|SIEBERT WILLIAMS SHANK & CO., LLC|||N|Y|N|N
SBSH|M|Citigroup Global Markets Inc.|OPERATION NASDAQ/CQS|212-723-7259|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|NASDAQ TRADING|800-223-7743|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|DISTRESSED EQUITY|212-723-7744|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|DISTRESSED EQUITY|800-326-7155|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY|212-816-3607|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY|212-816-3632|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|NEW YORK|212-723-7169|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|ARBITRAGE|212-698-5000|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|WATTS|800-553-5674|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|FOREIGN|212-723-7185|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|DERIVATIVES|212-723-5407|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY TRADING|800-922-0143|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|AGENCY TRADING|212-816-3605|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|19C3 TRADING|212-723-7235|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|CONVERTIBLE TRADING|212-723-7252|Y|Y|Y|Y
SBSH|M|Citigroup Global Markets Inc.|PREFERRED|212-723-7455|Y|Y|Y|Y
SBSL|P|STOCKBLOCK SECURITIES LLC|||N|Y|N|N
SCAI|P|Scottsdale Capital Advisors Corp.|||N|Y|N|N
SCAL|M|Jackson, Kohle & Co.|||N|N|N|N
SCAP|P|Saratoga Capital Markets|||N|N|N|N
SCBO|P|Sanford C. Bernstein & Co., LLC|||Y|Y|Y|Y
SCBS|P|STANDARD CHARTERED SECURITIES NORTH AMERICA LLC|||N|Y|N|N
SCBT|P|SANFORD C. BERNSTEIN & CO., LLC|||Y|Y|Y|Y
SCHB|M|UBS Capital Markets|||N|N|N|N
SCIL|P|C2M SECURITIES, LLC|||N|Y|N|N
SCLD|N|Schild Asset Management Inc.|||N|N|N|N
SCMC|O|Scotia Capital Markets (USA) Inc.|NEW YORK COMPLIANCE|212-225-6775|Y|Y|N|N
SCMC|O|Scotia Capital Markets (USA) Inc.|NASDAQ TRADING DESK|416-863-7620|Y|Y|N|N
SCMF|N|Scotia Capital Inc.|CANADA|(416)863-7411|N|N|N|N
SCMI|P|STONECREST CAPITAL MARKETS, INC.|||N|Y|N|N
SCRK|P|Salt Creek Securities LLC|||N|N|N|N
SCRM|P|Screaming Eagle Trading, Inc.|||N|N|N|N
SCSC|P|SARATOGA CAPITAL MARKETS|||N|N|N|N
SCSS|P|STONECASTLE SECURITIES, LLC|||N|Y|N|N
SCST|N|Seacoast Investor Services, Inc.|||N|N|N|N
SCTR|P|SCOUT TRADING LLC|||N|N|N|N
SDIC|N|SAUER, DAZEY INVESTMENT COMPANY|||N|Y|N|N
SDLR|M|Piper Sandler & Co.|NEW YORK  NY|212-466-8020|Y|Y|N|N
SEAB|M|Seaboard Securities, Inc.|NASDAQ/OTCBB|973-514-1699|N|N|N|N
SEAB|M|Seaboard Securities, Inc.|FLORHAM PK, NJ|973-514-1500|N|N|N|N
SEAB|M|Seaboard Securities, Inc.|AGENCY DESK|973-514-1678|N|N|N|N
SEAB|M|Seaboard Securities, Inc.|JUNO BEACH FL.|561-630-6170|N|N|N|N
SEAL|M|Seaboard Securities, Inc.|||N|N|N|N
SEAP|O|Seaport Securities Corp.|NEW YORK, NY|212-482-8689|N|Y|N|N
SEBR|P|SENTINEL BROKERS COMPANY, INC.|||Y|Y|N|N
SECT|O|Securities Trading, Inc.|CINCINNATI, OH|513-579-1000|N|N|N|N
SECX|Q|SEC|||N|N|N|N
SEDL|P|SEIDEL & SHAW LLC|||N|N|N|N
SEEL|N|R. Seelaus & Co.,Inc.|NASDAQ TRADING|908-273-3011|N|Y|N|N
SEFB|P|SOUTHEAST INVESTMENTS, N.C., INC.|||N|Y|N|N
SEGB|M|GLOBAL-AMERICAN INVESTMENTS, INC.|Main Line|909-396-8899|N|N|N|N
SEIC|P|SEI Investments Distribution Co.|||N|Y|N|N
SEID|P|Seidel & Shaw LLC|||N|N|N|N
SEIF|P|SEI INVESTMENTS DISTRIBUTION CO.|||N|Y|N|N
SEII|P|Spencer Edwards, Inc.|||N|N|N|N
SEIP|P|John N. Seip & Co., Inc.|||N|N|N|N
SEMT|P|Seminole Trading|||N|Y|N|N
SEND|P|Sendero Securities, Llc|||N|Y|N|N
SENT|P|SENTINUS-HALO SECURITIES, LLC|||N|Y|N|N
SEQU|P|Sequoia Investments, Inc.|||N|Y|N|N
SERL|N|SEARLE & CO.|||N|Y|N|N
SETX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
SEVP|P|SEVEN POINTS CAPITAL, LLC|||N|Y|N|N
SFCN|P|STIFEL NICOLAUS CANADA INC.|||N|N|N|N
SFGB|P|Susquehanna Financial Group, LLP|Bond Desk|610-617-2802|Y|Y|Y|N
SFGB|P|Susquehanna Financial Group, LLP|Bond Desk|800-825-9550|Y|Y|Y|N
SFPS|N|SF Investments, Inc.|||N|Y|N|N
SFSE|O|San Francisco Securities, Inc.|TRADING DESK|323-930-9190|N|N|N|N
SFSI|P|Superior Financial Services,Inc.|||N|Y|N|N
SFVP|P|STATE FARM VP MANAGEMENT CORP.|||N|Y|N|N
SGAL|P|S. GOLDMAN ADVISORS, LLC|||N|Y|N|N
SGAM|N|Seasongood & Mayer|NASDAQ TRADING|513-621-2000|N|N|N|N
SGAS|P|SG Americas Securities, LLC|NEW YORK, NY|212-278-5018|Y|Y|Y|Y
SGFC|P|SIGMA FINANCIAL CORPORATION|||Y|Y|N|N
SGLC|P|S.G. Long & Company|||N|Y|N|N
SGMA|P|Goldman Sachs Execution & Clearing, L.P. (SGMA)|||N|N|N|N
SGMS|M|S.G. Martin Securities LLC|TRADING|516-681-1085|N|N|N|N
SGMS|M|S.G. Martin Securities LLC|JERICHO, NY|516-681-0909|N|N|N|N
SGMT|P|GOLDMAN SACHS & CO. LLC|||Y|Y|Y|Y
SGNL|N|Signal Securities Inc.|||N|Y|N|N
SGSI|P|Sandgrain Securities, Inc.|||N|N|N|N
SGSM|P|SEAPORT GLOBAL SECURITIES LLC|||Y|Y|N|N
SHAW|O|D.E. Shaw Securities, L.L.C.|INSTITUTIONAL|800-792-7429|N|Y|N|N
SHAW|O|D.E. Shaw Securities, L.L.C.|THIRD MARKET TRADING|800-326-0000|N|Y|N|N
SHDH|M|SHD HOLDINGS LLC|||N|N|N|N
SHEM|M|The Shemano Group, Inc.|SAN FRANCISCO|415-274-3234|N|N|N|N
SHEM|M|The Shemano Group, Inc.|LOS ANGELES|310-954-8399|N|N|N|N
SHEM|M|The Shemano Group, Inc.|EMERGENCY ONLY #|800-227-2226|N|N|N|N
SHMR|M|ABN Amro Clearing LLC|CHICAGO  IL|312-347-4716|Y|Y|Y|Y
SHMR|M|ABN Amro Clearing LLC|NASDAQ TRADING|800-971-2122|Y|Y|Y|Y
SHNT|P|SHARENETT SECURITIES LLC|||N|Y|N|N
SHON|M|Schonfeld Securities, LLC|JERICHO, NY|516-942-2400|N|N|N|N
SHRP|N|Sharpe Capital, Inc.|||N|N|N|N
SHSE|P|Shinko Securities (U.S.A.) Inc.|||N|N|N|N
SHTB|P|Shoreline Trading Group LLC|||N|N|N|N
SHTG|P|Shoreline Trading Group LLC|LOS ANGELES, CA|213-614-1950|N|N|N|N
SHTP|P|Shoreline Trading Group LLC|||N|N|N|N
SHUK|P|Pipeline Liquidity  Pro LLC|||N|N|N|N
SHUS|P|Shinko Securities (U.S.A.) Inc.|||N|N|N|N
SHWG|P|Schonfeld Securities, LLC|JERICO, NY|516-822-1372|N|N|N|N
SIAN|P|Securian Financial Services, Inc.|||N|Y|N|N
SIBO|O|Prime Executions, Inc.|NASDAQ TRADING|212-785-0200|Y|Y|N|N
SIDC|P|Sidoti & Company, LLC|NEW YORK, NY|212-453-7058|N|Y|N|N
SIDL|P|Morton Seidel & Company, Inc.|||N|Y|N|N
SIGL|N|Susquehanna Investment Group|||N|N|N|N
SIII|P|MEMPHIS CAPITAL|||N|Y|N|N
SILK|O|Goldman Sachs Execution & Clearing, L.P.|NASDAQ/OTCBB AGENCY|312-362-2440|N|N|N|N
SILK|O|Goldman Sachs Execution & Clearing, L.P.|OTC TRADE SUPPORT|312-362-2440|N|N|N|N
SILV|P|SILVER LEAF PARTNERS, LLC|||N|Y|N|N
SIMP|P|SIMPLEX TRADING, LLC|||Y|N|Y|Y
SINV|N|Stellar Investments, Inc.|||N|N|N|N
SIZE|P|The NASDAQ Market Center|NASDAQ|800-777-5606|N|N|N|N
SKTR|P|Stock Traders|||N|Y|N|N
SKYC|M|Sky Capital LLC|INTERNATIONAL|212-709-1909|N|N|N|N
SKYC|M|Sky Capital LLC|OTCBB|212-709-1909|N|N|N|N
SKYE|P|Skyebanc, Inc.|||N|N|N|N
SLAM|P|Lambright Financial Solutions, LLC|||N|N|N|N
SLBT|P|Goldman Sachs Execution and Clearing|||N|N|N|N
SLCN|P|Goldman Sachs Execution and Clearing, L.P. / CNC|||Y|Y|Y|Y
SLHC|P|SL Hare Capital, Inc.|||N|N|N|N
SLKI|P|Goldman Sachs Execution & Clearing, L.P.|||N|N|N|N
SLOW|O|Kern, Suslow Securities, Inc.|NEW YORK  NY|212-943-8888|N|N|N|N
SLOW|O|Kern, Suslow Securities, Inc.|NASDAQ TRADING|212-747-0443|N|N|N|N
SLRD|P|S.L. Reed & Company|||N|Y|N|N
SMAX|P|Keenan Securities|||N|N|N|N
SMCO|P|SMITH, MOORE & CO.|||Y|Y|N|N
SMEX|P|TZERO ATS, LLC|||N|Y|N|N
SMFN|N|Samco Financial Services, Inc.|PHOENIX, AZ|602-230-9372|N|N|N|N
SMFN|N|Samco Financial Services, Inc.|NASDAQ TRADING|800-775-9372|N|N|N|N
SMFT|P|SMF Trading, Inc.|||N|N|N|N
SMFW|P|SMF TRADING, INC.|||N|N|N|N
SMHI|M|Sanders Morris Harris Inc.|HOUSTON, TX|713-250-4242|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|NASDAQ/OTCBB TRADING|800-346-9925|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|GARDEN CITY, NY|516-739-2116|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|ALTERNATE LINE|516-739-2117|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|NYC|212-995-8179|Y|Y|N|N
SMHI|M|Sanders Morris Harris Inc.|LOS ANGELES|1800-421-0658|Y|Y|N|N
SMNS|P|Parkland Securities, LLC|||Y|Y|N|N
SMPX|P|Simplex Trading, LLC|||Y|N|Y|Y
SMRD|P|SUMRIDGE PARTNERS, LLC|||N|Y|N|N
SMRI|M|SECURITIES MANAGEMENT & RESEARCH, INC.|||N|Y|N|N
SMZA|P|Semaza Securities, Llc|||N|N|N|N
SNCC|P|SNC CAPITAL MANAGEMENT CORP.|||N|Y|N|N
SOAR|O|Sterling Financial Investment Group, Inc.|BOCA RATON/AGENCY|561-886-2390|N|N|N|N
SOAR|O|Sterling Financial Investment Group, Inc.|PRINCIPAL|561-886-2390|N|N|N|N
SOCO|M|Capital One Southcoast, Inc|NEW ORLEANS, LA|1-800-333-2005|Y|Y|N|N
SOCO|M|Capital One Southcoast, Inc|NEW ORLEANS, LA|504-593-6144|Y|Y|N|N
SOFI|P|SOFI SECURITIES LLC|||N|Y|N|N
SOGO|P|SOGOTRADE, INC.|||Y|Y|N|N
SOHO|M|Two Sigma Securities, LLC|new york, ny|646-292-6643|Y|Y|Y|Y
SOLA|O|Solaris Securities, Inc.|||N|N|N|N
SOLE|M|Soleil Securities Corporation|NEW YORK, NY|212-380-4890|N|N|N|N
SOLE|M|Soleil Securities Corporation|NEW YORK, NY|212-632-5377|N|N|N|N
SOLO|P|ACS EXECUTION SERVICES, LLC|Red Bank, NJ|(872) 205-0187|Y|Y|Y|N
SORS|P|Sorsby Financial Corp.|CHICAGO, IL|312-751-0469|N|Y|N|N
SPBR|P|SPRINKLEBROKERAGE, INC.|||N|Y|N|N
SPCL|N|Specialist Clearance|||N|N|N|N
SPCS|P|SPARTAN CAPITAL SECURITIES, LLC|||N|Y|N|N
SPCX|P|LIME TRADING CORP.|||Y|Y|Y|Y
SPDE|P|SPEEDROUTE LLC|||Y|Y|N|N
SPDR|P|SPEEDROUTE LLC|trade desk|347 809-3590|Y|Y|N|N
